 
File contains N, E, Z from individual ground magnetometer stations.  
The coordinate system is defined as: N is positive in the direction of local
magnetic north; E is positive in the local magnetic east direction; and Z is positive
vertical down.
 
In case data are used in publications or presentations the following text
must be used for acknowledgements:
 

For the ground magnetometer data we gratefully acknowledge:
  INTERMAGNET, Alan Thomson; CARISMA, PI Ian Mann; CANMOS, 
  Geomagnetism Unit of the Geological Survey of Canada; The S-RAMP
  Database, PI K. Yumoto and Dr. K. Shiokawa; The SPIDR database; 
  AARI, PI Oleg Troshichev; The MACCS program, PI M. Engebretson; 
  GIMA; MEASURE, UCLA IGPP and Florida Institute of Technology; 
  SAMBA, PI Eftyhia Zesta; 210 Chain, PI K. Yumoto; SAMNET, PI 
  Farideh Honary; IMAGE, PI Liisa Juusola; Finnish Meteorological 
  Institute, PI Liisa Juusola; Sodankylä Geophysical Observatory, 
  PI Tero Raita; UiT the Arctic University of Norway, Tromsø 
  Geophysical Observatory, PI Magnar G. Johnsen; GFZ German 
  Research Centre For Geosciences, PI Jürgen Matzka; Institute of 
  Geophysics, Polish Academy of Sciences, PI Anne Neska and Jan
  Reda; Polar Geophysical Institute, PI Alexander Yahnin and Yarolav
  Sakharov; Geological Survey of Sweden, PI Gerhard Schwarz; Swedish 
  Institute of Space Physics, PI Masatoshi Yamauchi; AUTUMN, PI 
  Martin Connors; DTU Space, Thom Edwards and PI Anna Willer; 
  South Pole and McMurdo Magnetometer, PI's Louis J. Lanzarotti
  and Alan T. Weatherwax; ICESTAR; RAPIDMAG; British Artarctic
  Survey; McMac, PI Dr. Peter Chi; BGS, PI Dr. Susan Macmillan; 
  Pushkov Institute of Terrestrial Magnetism, Ionosphere and Radio
  Wave Propagation (IZMIRAN);  MFGI, PI B. Heilig; Institute of 
  Geophysics, Polish Academy of Sciences, PI Anne Neska and Jan 
  Reda; University of L’Aquila, PI M. Vellante; BCMT, V. Lesur and
  A. Chambodut; Data obtained in cooperation with Geoscience 
  Australia, PI Marina Costelloe; AALPIP, co-PIs Bob Clauer and 
  Michael Hartinger; SuperMAG, PI Jesper W. Gjerloev; Data
  obtained in cooperation with the Australian Bureau of
  Meteorology, PI Richard Marshall.
 
********************************************************
*              THESE ARE NOT FINAL DATA                *
* DESPITE EXTENSIVE CLEANING NUMEROUS BUGS STILL EXIST *
*        CHECK DATA QUALITY BEFORE PUBLICATION         *
********************************************************


Warning: fopen(/disks/d0510/project/supermag/www/etc/txt/downloaddata.ascii.txt): failed to open stream: No such file or directory in /disks/d0510/project/supermag/www/htdocs/lib/php/page/class.DownloadService.php on line 60

Warning: fgets() expects parameter 1 to be resource, boolean given in /disks/d0510/project/supermag/www/htdocs/lib/php/page/class.DownloadService.php on line 61

Warning: fclose() expects parameter 1 to be resource, boolean given in /disks/d0510/project/supermag/www/htdocs/lib/php/page/class.DownloadService.php on line 65

Comments, questions or suggestions should be directed to:
    Dr. Jesper W. Gjerloev
    Johns Hopkins University
    Applied Physics Laboratory
    11100 Johns Hopkins Road
    Laurel, Maryland 20723
    (+1) 240-228-5410
    Jesper.Gjerloev@jhuapl.edu

This file is downloaded from http://supermag.jhuapl.edu/mag/ on Thu, 14 May 2020 18:32:12 +0000.

Data Revision:0005
Selected parameters:
 -fmt ascii -delta none -baseline all -mlt -sza -decl -tl 60 -sd 20150316 -st 00:00 -ex 259200 -s HRN,IQA,YKC,ABK,MEA,OTT,NEW,WNG,FRD,FUR
============================================================
2015	03	16	00	00	00	60	10
OTT	19.14	35.02	-13.63	99.96	7.7	11.8	-0.7	10.3	9.6	-0.7
ABK	1.75	24.26	7.89	112.65	8.9	0.4	4.3	8.8	1.6	4.3
FRD	18.93	41.95	-10.54	99.38	9.7	5.0	-1.5	10.4	3.2	-1.5
WNG	0.76	39.85	2.14	127.90	5.0	-0.8	-2.1	5.0	-0.7	-2.1
HRN	2.22	15.48	7.76	104.59	1.8	5.6	-11.3	1.1	5.7	-11.3
MEA	15.50	28.15	15.14	77.18	10.6	-10.5	-4.3	13.0	-7.4	-4.3
IQA	20.01	17.79	-29.04	100.16	4.5	1.3	-0.6	4.6	-1.1	-0.6
YKC	15.18	20.58	17.68	79.79	-0.1	-8.6	-4.8	2.6	-8.2	-4.8
FUR	0.78	46.80	2.72	133.13	5.3	-4.0	-1.3	5.5	-3.8	-1.3
NEW	15.32	35.35	15.11	72.51	12.1	1.0	-2.4	11.4	4.1	-2.4
2015	03	16	00	01	00	60	10
OTT	19.16	35.02	-13.63	100.13	8.3	11.9	-0.7	10.9	9.6	-0.7
ABK	1.77	24.26	7.89	112.62	9.1	0.3	4.5	8.9	1.6	4.5
FRD	18.95	41.95	-10.54	99.58	10.0	5.2	-1.7	10.8	3.3	-1.7
WNG	0.77	39.85	2.14	127.87	5.6	-1.0	-2.1	5.6	-0.8	-2.1
HRN	2.24	15.48	7.76	104.58	3.1	5.3	-10.0	2.4	5.7	-10.0
MEA	15.52	28.15	15.14	77.31	11.7	-10.5	-4.1	14.1	-7.1	-4.1
IQA	20.03	17.79	-29.04	100.27	3.2	0.5	0.1	3.1	-1.2	0.1
YKC	15.20	20.58	17.68	79.90	0.3	-8.8	-4.6	3.0	-8.3	-4.6
FUR	0.79	46.80	2.72	133.09	5.7	-4.3	-1.4	5.9	-4.0	-1.4
NEW	15.34	35.35	15.11	72.67	12.7	0.7	-2.3	12.1	4.0	-2.3
2015	03	16	00	02	00	60	10
OTT	19.18	35.02	-13.63	100.31	8.8	12.0	-0.6	11.4	9.6	-0.6
ABK	1.79	24.26	7.89	112.59	8.8	0.6	4.6	8.6	1.8	4.6
FRD	18.96	41.95	-10.54	99.78	10.5	5.3	-1.7	11.3	3.3	-1.7
WNG	0.79	39.85	2.14	127.85	6.0	-1.2	-2.0	6.0	-0.9	-2.0
HRN	2.26	15.48	7.76	104.56	2.6	5.7	-11.0	1.8	6.0	-11.0
MEA	15.53	28.15	15.14	77.45	13.1	-10.5	-3.6	15.4	-6.7	-3.6
IQA	20.05	17.79	-29.04	100.37	2.2	-0.6	0.7	1.7	-1.6	0.7
YKC	15.22	20.58	17.68	80.00	1.5	-9.3	-4.0	4.3	-8.4	-4.0
FUR	0.81	46.80	2.72	133.05	6.1	-4.5	-1.4	6.3	-4.2	-1.4
NEW	15.35	35.35	15.11	72.82	13.1	0.5	-2.3	12.5	3.9	-2.3
2015	03	16	00	03	00	60	10
OTT	19.19	35.02	-13.63	100.48	9.2	12.0	-0.5	11.7	9.5	-0.5
ABK	1.80	24.26	7.89	112.56	9.2	1.0	4.6	9.0	2.2	4.6
FRD	18.98	41.95	-10.54	99.97	10.8	5.3	-1.7	11.6	3.3	-1.7
WNG	0.81	39.85	2.14	127.83	6.4	-1.2	-2.0	6.4	-0.9	-2.0
HRN	2.27	15.48	7.76	104.55	1.4	6.1	-11.8	0.6	6.3	-11.8
MEA	15.55	28.15	15.14	77.58	13.4	-10.8	-3.4	15.7	-7.0	-3.4
IQA	20.06	17.79	-29.04	100.48	1.7	-1.5	1.0	0.8	-2.2	1.0
YKC	15.23	20.58	17.68	80.11	3.1	-9.8	-3.7	5.9	-8.4	-3.7
